entry-id,collection-title,collection-huid,idinfo.citation.citeinfo.title.title
CIESIN_SEDAC_AQDH_DAPM25_US_1KM_1.10,Air Quality Data for Health-Related Applications,aqdh,"Daily and Annual PM2.5 Concentrations for the Contiguous United States, 1-km Grids, Version 1.10 (2000-2016)"
